name	css	codepoint	categories	popularity	terms
cancel	ms:ms ms-cancel	e888	UI actions	41696	abort;action;block;button;cancel;circle;clear;close;cross;delete;deny;deselect;discard;dismiss;error;exit;failure;forbidden;highlight off;invalid;negative;quit;reject;remove;revoke;round;stop;turn off;UI actions;unselect;x
cancel_presentation	ms:ms ms-cancel_presentation	e0e9	Communicate	1213	abort;cancel;cancel presentation;cancel_presentation;clear;close;Communicate;conference;cross;denial;device;diagonal lines;dismiss;display;end;exclude;exit;halt;meeting;monitor;no;present;presentation;projection;projector;quit;rectangle;rejection;remove;revoke;screen;slide;slideshow;stop;terminate;website;window;x;x mark
cancel_schedule_send	ms:ms ms-cancel_schedule_send	ea39	Communicate	599	abort;action;button;cancel;cancel schedule send;cancel_schedule_send;clear;command;Communicate;communication;delete;draft;email;envelope;icon;interface;letter;linear;mail;message;no;outline;pending;quit;remove;revoke;schedule;scheduled email;scheduled message;send;share;stop;symbol;timed message;unschedule;x
candle	ms:ms ms-candle	f588	Social	29	anniversary;birthday;candelabra;candle;candlestick;celebration;dark;decoration;emergency;fire;flame;glow;heat;holiday;ideology;illumination;light;lighting;memorial;night;power out;religion;romantic;Social;spiritual;stick;torch;tribute;vertical;warmth;wax;wick;worship
candlestick_chart	ms:ms ms-candlestick_chart	ead4	Business	706	analysis;analytics;bar graph;bars;business;Business;candlestick;candlestick chart;candlestick_chart;chart;chart bars;data;data visualization;diagram;economic analysis;economics;economy;finance;financial;graph;growth;infographic;investment;investment chart;line chart;market;measure;metrics;report;statistics;stock analysis;stock data;stock market;tracking;trading;trading chart;trend
cannabis	ms:ms ms-cannabis	f2f3	Social	22	agriculture;botany;bud;cannabis;cbd;cultivation;drug;drugs;green;growth;harvest;hemp;herbal;illegal;indica;leaf;legal;marijuana;medical;medicinal;natural;nature;organic;plant;plant life;recreation;sativa;smoke;Social;thc;weed
captive_portal	ms:ms ms-captive_portal	f728	UI actions	283	access;arrow;authentication;authentication required;authorization;browser;captive;captive portal;captive_portal;connect;connect to network;connection;direction;gateway;globe;input;internet;internet connection;language;left;limited access;link;login;login required;network;network access;network gateway;network login;northwest;page;planet;portal;redirect;restricted access;UI actions;upload;website;wifi;wifi access;world;www
capture	ms:ms ms-capture	f727	UI actions	120	app;application;area;area selection;border;boundary;box;broken;camera;capture;components;crop;dashed;define;dotted;frame;full;fullscreen;image;interface;layout;moment;outline;photo;picture;picture in picture;position;record;recording;rectangle;region;screen;screengrab;screenshot;select;selection;site;size;snapshot;square;still;ui;UI actions;ux;video;view;web;website;window
car_crash	ms:ms ms-car_crash	ebf2	Transit	934	accident;alert;auto;automobile;broken;car;car crash;car_crash;cars;collision;crash;damage;damaged;danger;dangerous;direction;driving;emergency;hazard;impact;incident;insurance;maps;motor vehicle;public;risk;road;safety;traffic;Transit;transport;transportation;vehicle;warning;wreck
car_defrost_left	ms:ms ms-car_defrost_left	f344	Transit	6	air;arrow;arrows;automobile;automotive;blow;button;car;car defrost left;car feature;car settings;car_defrost_left;climate control;climate settings;controls;defog;defrost;defroster;direction;heat;heating;human;hvac;icon;left;lines;people;person;rear window;rear windshield;seat;side;symbol;technology;Transit;transportation;vehicle;waves;window;window heating;windshield
car_defrost_low_left	ms:ms ms-car_defrost_low_left	f343	Transit	2	air;air conditioning;arrow;automobile;automotive;button;car;car defrost low left;car_defrost_low_left;climate;condensation;control;cool;dashboard;defog;defrost;direction;directional;flow;fog;heat;human;hvac;left;low;panel;people;person;seat;setting;side;switch;Transit;vehicle;vent;window;windshield;winter
car_defrost_low_right	ms:ms ms-car_defrost_low_right	f342	Transit	5	air;air flow;arrow;arrows;auto;automobile;automotive;car;car defrost low right;car_defrost_low_right;climate;climate control;control;dashboard;defog;defrost;direction;fan;heat;heating;human;hvac;indicator;lines;low;lower;people;person;rear;right;seat;setting;symbol;three lines;Transit;ui;vehicle;wavy lines;window;windshield
car_defrost_mid_left	ms:ms ms-car_defrost_mid_left	f278	Transit	2	air;airflow;arrow;arrows;automobile;automotive;button;car;car defrost mid left;car_defrost_mid_left;center;climate;control;dashboard;defog;defrost;defroster;diagonal;direction;heat;human;hvac;icon;left;lines;mid;middle;panel;people;person;pictogram.;seat;switch;symbol;Transit;vehicle;vent;window;windshield
car_defrost_mid_low_left	ms:ms ms-car_defrost_mid_low_left	f341	Transit	4	ac;air conditioning;air flow;arrow;auto climate;automobile;automotive;automotive controls;car;car climate;car defrost mid low left;car icons;car settings;car symbols;car_defrost_mid_low_left;climate;climate control;control panel;dashboard;defog;defrost;defroster;direction;driver side;heat;heated mirrors;heated seats;human;hvac;interior;left;low;mid;people;person;rear window defrost;seat;temperature;Transit;vehicle;vent;ventilation;window defrost;windshield defrost
car_defrost_mid_low_right	ms:ms ms-car_defrost_mid_low_right	f277	Transit	2	air;airflow;arrow;automobile;automotive;blow;car;car defrost mid low right;car_defrost_mid_low_right;climate;controls;cooling;dashboard;defog;defrost;defroster;diagonal;direction;front;heat;heating;human;hvac;interior;line;low;mid;middle;people;person;right;seat;three lines;Transit;vehicle;vent;ventilation;window;windshield
car_defrost_mid_right	ms:ms ms-car_defrost_mid_right	f340	Transit	3	air;air conditioning;arrow;automobile;automotive;button;car;car defrost mid right;car_defrost_mid_right;circulation;clear;climate control;control;cooling;dashboard;defog;defrost;defroster;direction;fog;heat;heating;human;hvac;ice;interior;mid;mid right;mist;people;person;right;seat;side window;symbol;temperature.;thaw;Transit;un-fog;un-ice;vehicle;vent;ventilation;window
car_defrost_right	ms:ms ms-car_defrost_right	f33f	Transit	2	air;airflow;arrow;automobile;automotive;button;car;car defrost right;car_defrost_right;clear;climate;control;dashboard;defog;defrost;defroster;direction;directional;fog;heat;heating;human;hvac;ice;melt;panel;people;person;rear window;right;seat;side;snow;switch;temperature;thaw;Transit;vehicle;ventilation;warm;window;windshield
car_fan_low_left	ms:ms ms-car_fan_low_left	f33e	Transit	17	air;air circulation;air flow;arrow;automobile;automotive;blower;car;car fan low left;car_fan_low_left;climate;climate control;comfort;controls;cooling;dashboard;direction;directional;fan;heat;heating;human;hvac;interior;left;left direction;low;low speed;people;person;seat;temperature;Transit;transport;travel;vehicle;vent;ventilation
car_fan_low_mid_left	ms:ms ms-car_fan_low_mid_left	f33d	Transit	12	abstract;air;air vent;airflow;arrow;automobile;automotive;blower;car;car fan low mid left;car_fan_low_mid_left;climate;control;curved;dashboard;direction;directional;fan;heat;human;hvac;indicator;interior;left;line;low;medium;mid;people;person;seat;setting;speed;symbol;Transit;vehicle;ventilation;wind
car_fan_low_right	ms:ms ms-car_fan_low_right	f33c	Transit	8	air;air direction;airflow;arrow;automobile;automotive;automotive control;automotive setting;car;car fan low right;car vent;car_fan_low_right;climate;climate control;control;dashboard;direction;fan;fan control;fan direction;heat;human;hvac;intensity;interior;level;low;low setting;people;person;right;right direction;seat;speed;temperature;Transit;vehicle;vehicle control;vent;ventilation
car_fan_mid_left	ms:ms ms-car_fan_mid_left	f33b	Transit	8	adjustment;air;air flow;arrow;automobile;automotive;blow;car;car fan mid left;car_fan_mid_left;center;climate control;comfort;control panel;cool;dash;dashboard;direction;fan;heat;human;hvac;icon;interior;left;mid;middle;mode;outline;people;person;seat;settings;symbol;system;Transit;vehicle;ventilation;wind
car_fan_mid_low_right	ms:ms ms-car_fan_mid_low_right	f33a	Transit	8	air;airflow;arrow;automobile;automotive;blow;button;car;car fan mid low right;car_fan_mid_low_right;climate;control;dashboard;direction;fan;graphic;heat;human;hvac;icon;intensity;level;low;mid;people;person;power;right;seat;setting;speed;stream;symbol;system;Transit;ui element;vehicle;ventilation;wind
car_fan_mid_right	ms:ms ms-car_fan_mid_right	f339	Transit	8	air;air direction;air flow direction;airflow;arrow;automobile;automotive;automotive control;car;car fan mid right;car_fan_mid_right;center;climate;control;dashboard;direction;fan;flow;heat;horizontal;human;hvac;lines;mid;middle;people;person;right;seat;setting;temperature;Transit;vehicle;vent;ventilation;ventilation direction
car_fan_recirculate	ms:ms ms-car_fan_recirculate	f338	Transit	19	AC;air;air conditioning;air quality;airflow;arrow;auto;automobile;automotive;blower;button;cabin;car;car fan recirculate;car_fan_recirculate;circulation;climate;comfort;control;cycle;dashboard;fan;heat;heater;hvac;HVAC;interior;internal air;loop;mode;recirculate;recirculation;switch;temperature;Transit;vehicle;ventilation
car_fan_recirculate_2	ms:ms ms-car_fan_recirculate_2	fff40	Transit	7	2;ac;air;air_flow;airflow;arrow;auto;automobile;automotive;blower;button;cabin;car;car fan recirculate 2;car_fan_recirculate_2;climate;climate_control;conditioner;control;cooling;cycle;dashboard;fan;heat;heating;hvac;interior;internal;loop;mode;passenger;recirculate;recirculation;system;temperature;Transit;vehicle;ventilation
car_gear	ms:ms ms-car_gear	f337	Transit	39	adjustment;administration;automation;automobile;automotive;car;car gear;car_gear;cog;configuration;control;customization;device;engine;engineering;gear;industry;machine part;mechanic;mechanical;options;personal;preferences;settings;setup;system;tool;Transit;transmission;tuning;vehicle;wheel
car_lock	ms:ms ms-car_lock	f336	Transit	9	access;access control;automobile;automotive;button;car;car door;car lock;car_lock;circle;door;entry;handle;key;latch;line;lock;locked;mechanism;open;password;privacy;private;protection;release;safety;secure;security;system;Transit;transport;transportation;travel;unlock;unlocked;vehicle
car_mirror_heat	ms:ms ms-car_mirror_heat	f335	Transit	6	auto heat;automobile;automotive;car;car controls;car defrost;car features;car heating;car mirror heat;car settings;car_mirror_heat;climate control;defog;defrost;defroster;fog;heat;heating;ice;mirror;rear view mirror;side mirror;sideview;snow;temperature;Transit;vehicle;window;window defrost;window heat;wing mirror;winter
car_rental	ms:ms ms-car_rental	ea55	Travel	718	access;automobile;booking;booking service;car;car key;car rental;car_rental;cars;drive;driving;drop off;entry;hire;journey;key;lock;maps;mobility;passenger;password;pick up;rent;rental;reservation;reservation details;road transport;road trip;service;transport;transport service;transportation;travel;Travel;travel booking;travel service;trip;unlock;vacation;vehicle
car_repair	ms:ms ms-car_repair	ea56	Travel	518	adjustments;assistance;auto;automobile;automotive;breakdown;car;car repair;car service;car_repair;cars;configuration;emergency;fix;garage;garage tools;gears;machinery;maintenance;maps;mechanic;repair;repair shop;service;settings;spanner;support;tool;transportation;travel;Travel;tune-up;vehicle;vehicle maintenance;workshop;wrench
car_tag	ms:ms ms-car_tag	f4e3	Transit	68	auto;automobile;automotive;bill;car;car tag;car_tag;card;cars;cart;cash;coin;commerce;coupe;credit;currency;dollars;drive;engine;fast;garage;journey;lease;maintenance;mechanic;money;movement;online;pay;payment;price;rental;repair;ride;road;sedan;sell;service;shopping;speed;street;tag;taxi;Transit;transport;transportation;travel;trip;vehicle
card_giftcard	ms:ms ms-card_giftcard	e8f6			card;card giftcard;card_giftcard;giftcard
card_membership	ms:ms ms-card_membership	e8f7	Business	1988	access;account;bill;bookmark;Business;card;card membership;card_membership;cash;certificate;club;club card;coin;commerce;cost;credit;currency;document;dollars;enrollment;entry pass;finance;id;identification;identity;login;loyalty;loyalty card;membership;money;online;pass;pay;payment;permit;premium;profile;rectangle;registration;shape;shopping;sign up;square;subscription;user;vip
